0.946836;-0.249076;0.962031;0.00521877;15.0495;0.132131;0.0576117;148;85.5321;;0.69776;16.01674977;0.132131
0.906315;-0.235651;4.55885;0.0305627;17.3617;0.0675551;0.220845;140;89.6184;;0.670664;21.9511127;0.0675551
0.175029;-0.0533752;2.93183;0.047197;59.2698;-0.0428437;0.0120029;83.0206;47.363;;0.1216538;62.248827;-0.0428437
0.045809;-0.0106474;5.01349;-0.216098;65;1.25E-11;9.32E-12;74.6192;74.6192;;0.0351616;69.797392;1.25497E-11
0.260675;-0.0839099;3.78012;-0.037515;83.6214;-0.0153743;-0.0192113;81.5737;38.1509;;0.1767651;87.364005;-0.0153743
0.205433;-0.0638632;1.88733;0.00505594;205.003;0.0177281;-0.191026;62.8013;43.8569;;0.1415698;206.8953859;0.0177281
0.383557;-0.135247;3.84758;0.00212024;238.727;0.00775294;-0.158415;59.1282;26.4953;;0.24831;242.5767002;0.00775294
0.422285;-0.141774;1.48699;-0.0605892;245.015;-0.079476;-0.0811825;76.5117;32.2405;;0.280511;246.4414008;-0.079476
0.313834;-0.100824;1.92321;0.0574268;264.264;-0.0164436;-0.117715;84.787;38.4511;;0.21301;266.2446368;-0.0164436
0.258864;-0.0813478;2.74078;0.0282053;284.287;0.000825332;-0.111914;88.9086;42.0014;;0.1775162;287.0559853;0.000825332
0.26558;-0.081795;3.50921;-0.0141756;309.975;-0.0338163;-0.0617918;88.9086;45.5233;;0.183785;313.4700344;-0.0338163
0.301611;-0.0921583;6.1314;0.0101651;340.263;-0.00168072;-0.0553715;102.451;46.9903;;0.2094527;346.4045651;-0.00168072
0.283624;-0.0899313;4.50902;-0.0281555;347.758;-0.0359721;-0.0961534;88.9086;40.5219;;0.1936927;352.2388645;-0.0359721
0.313877;-0.0942305;2.04129;-0.0190821;422.6;-0.0645991;-0.211449;81.843;50.423;;0.2196465;424.6222079;-0.0645991
0.317603;-0.0988109;0.277467;0.00983092;443.678;-0.0529001;-0.0654363;92.4414;43.7201;;0.2187921;443.9652979;-0.0529001
0.255102;-0.0615773;2.75345;0.0318457;490.955;-0.1061;-0.276496;88.5998;88.5998;;0.1935247;493.7402957;-0.1061
0.344221;-0.0986496;3.56873;0.035246;518.117;-0.0837991;-0.226272;87.1422;60.7196;;0.2455714;521.720976;-0.0837991
0.535854;-0.18012;1.28916;-0.0248428;537.3;-0.0273923;-0.136327;69.1841;32.0844;;0.355734;538.5643172;-0.0273923
0.423144;-0.131933;4.87851;0.044269;553.936;-0.0619126;-0.131363;83.9182;43.3409;;0.291211;558.858779;-0.0619126
0.505016;-0.162713;-0.0461664;0.028691;606.893;-0.0698027;-0.00500085;92.7953;38.009;;0.342303;606.8755246;-0.0698027
0.488643;-0.137859;2.87615;0.0617866;664.722;0.184226;-0.73327;141;64.6523;;0.350784;667.6599366;0.184226
0.391277;-0.108579;4.04345;0.0770378;662.673;0.0716358;-0.59788;142;69.0731;;0.282698;666.7934878;0.0716358
0.588905;-0.129443;2.43557;-0.0400368;655.581;0.12977;-0.0177191;158;65.2198;;0.459462;657.9765332;0.12977
0.284279;-0.0753503;5.24277;0.0612815;644.23;-0.0899792;-0.216404;88.3198;82.985;;0.2089287;649.5340515;-0.0899792
0.493804;-0.142669;1.7527;-0.168659;685.888;0.0954946;-0.472975;141;58.7845;;0.351135;687.472041;0.0954946
0.822315;-0.210649;4.58317;0.117844;707.857;0.127519;0.0419711;121;95.1197;;0.611666;712.558014;0.127519
0.87978;-0.235518;0.688637;-0.139502;714.67;0.155376;-0.0944991;165;79.755;;0.644262;715.219135;0.155376
0.327122;-0.0667386;1.9644;-0.195845;715.443;0.0741548;0.0693211;152;65.1046;;0.2603834;717.211555;0.0741548
0.262535;-0.0406604;2.15909;-0.111717;730.79;0.223088;0.150739;168;65.0751;;0.2218746;732.837373;0.223088
0.971236;-0.23909;2.78;0.177936;731.487;0.338806;-0.0811235;163;111.536;;0.732146;734.444936;0.338806
0.248969;-0.0859884;4.46376;-0.0393593;861.917;-0.0409471;-0.125384;59.5446;28.7858;;0.1629806;866.3414007;-0.0409471
0.358339;-0.117645;1.65456;-0.0395455;879.766;0.00265996;-0.0461563;63.7086;35.2575;;0.240694;881.3810145;0.00265996
0.38126;-0.132994;4.95103;-0.0357131;890.742;0.0283286;-0.196079;58.7119;27.6641;;0.248266;895.6573169;0.0283286
0.321473;-0.0996305;2.90845;0.015732;903.303;-0.0380387;-0.0825217;92.4414;44.3987;;0.2218425;906.227182;-0.0380387
0.288141;-0.0955562;5.16313;0.0513904;926.15;-0.00998336;0.0539194;80.9742;33.8646;;0.1925848;931.3645204;-0.00998336
0.228305;-0.0725665;0.100754;-0.00726663;932.117;-0.0268161;-0.0260416;85.3758;40.131;;0.1557385;932.2104874;-0.0268161
0.328103;-0.106989;3.5642;0.032133;968.684;-0.00711145;-0.210107;68.2364;36.2278;;0.221114;972.280333;-0.00711145
0.318818;-0.104585;4.78756;0.0613136;1034.95;-0.0279378;-0.0731746;74.3864;35.3719;;0.214233;1039.798874;-0.0279378
0.273712;-0.0746762;4.24197;0.02011;1048.94;-0.0634808;-0.229345;87.4222;73.9272;;0.1990358;1053.20208;-0.0634808
0.373615;-0.117209;1.98649;-0.0547477;1063.3;-0.0278304;-0.232337;81.843;42.2871;;0.256406;1065.231742;-0.0278304
0.276383;-0.0794551;1.101;-0.020789;1073.34;-0.0477418;-0.111924;146.406;59.9679;;0.1969279;1074.420211;-0.0477418
0.171119;-0.0297253;3.26044;-0.0131119;1158.5;-0.00741636;-0.442169;90.9838;90.9838;;0.1413937;1161.747328;-0.00741636
0.302179;-0.0765802;4.93944;0.0666204;1178.98;-0.014128;-0.396891;83.0206;83.0206;;0.2255988;1183.98606;-0.014128
0.424498;-0.116909;0.376711;-0.0416913;1203.86;0.101207;-0.46936;148;71.1988;;0.307589;1204.19502;0.101207
0.483128;-0.136126;2.25541;-0.0237269;1208.28;0.172025;-0.467316;134;64.9904;;0.347002;1210.511683;0.172025
