242.727,242.405,241.926,241.306,240.512,239.57,238.909,238.248,237.579,236.893,236.05,234.86,233.496,232.289,231.19,230.248,229.388,228.545,227.686,226.818,225.967,225.281,224.893,224.628,224.364,224.066,223.702,223.364,222.876,222.388,221.901,221.388,220.785,220.182,219.628,219.033,218.488,218.008,217.57,217.264,216.975,216.702,216.455,216.298,216.207,216.116,216.066,216.033,216.017,216,216,216,216,216,216,216,216,216,215.983,215.926,215.809,215.616,215.366,215.104,214.844,214.597,214.362,214.14,213.857,213.536,213.096,212.718,212.415,212.153,211.87,211.584,211.285,210.975,210.651,210.389,210.182,210.132,210.083,210.033,210,210,210,210,210,210.81,212.083,213.355,214.628,215.901,217.174,218.446,219.719,220.992,222.264,223.537,224,224,224,223.983,223.893,223.802,223.711,223.62,223.529,223.397,223.215,223.033,222.835,222.636,222.438,222.264,222.083,221.884,221.686,221.438,221.207,221.008,220.752,220.455,220.14,219.826,219.545,219.273,219.017,218.76,218.554,218.372,218.207,218.124,218.099,218.107,218.182,218.273,218.364,218.455,218.545,218.636,218.744,218.909,219.066,219.223,219.364,219.455,219.562,219.719,219.901,220.083,220.281,220.496,220.694,220.95,221.231,221.562,221.917,222.306,222.678,223.058,223.496,223.934,224.339,224.702,224.992,225.256,225.471,225.661,225.802,225.909,225.983,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226.017,226.107,226.198,226.289,226.405,226.587,226.769,226.983,227.256,227.529,227.802,228.058,228.24,228.421,228.636,228.884,229.066,229.248,229.397,229.488,229.579,229.669,229.76,229.851,229.942,230,230,230,230,230,230,230.05,230.132,230.223,230.314,230.405,230.545,230.719,230.901,231.165,231.529,232.116,232.736,233.339,233.967,234.603,235.24,235.826,236.38,236.926,237.388,237.752,237.893,237.95,237.992,238,238.017,238.05,238.116,238.207,238.298,238.388,238.479,238.57,238.661,238.752,238.843,238.917,238.975,239,239,239,239,238.992,238.983,238.959,238.917,238.826,238.727,238.579,238.413,238.231,238.05,237.868,237.694,237.521,237.364,237.223,237.116,237.017,236.967,236.934,236.917,236.901,236.884,236.851,236.818,236.785,236.744,236.727,236.711,236.694,236.694,236.711,236.727,236.769,236.843,236.934,237.099,237.488,238.182,238.926,239.686,240.43,241.157,241.884,242.587,243.273,243.942,244.537,244.917,245,245.05,245.116,245.207,245.298,245.413,245.562,245.744,245.926,246.116,246.339,246.595,246.884,247.14,247.388,247.62,247.793,247.901,247.975,248.008,248.033,247.992,247.901,247.76,247.62,247.463,247.322,247.215,247.14,247.058,247.017,246.975,246.967,246.893,246.802,246.694,246.57,246.347,246.124,245.901,245.686,245.471,245.256,245.041,244.595,244.165,243.752,243.355,243.05
242.669,242.339,241.851,241.223,240.446,239.512,238.86,238.198,237.537,236.86,236.033,234.843,233.479,232.273,231.182,230.231,229.372,228.521,227.661,226.793,225.942,225.24,224.86,224.603,224.339,224.05,223.686,223.347,222.851,222.364,221.876,221.364,220.777,220.182,219.628,219.041,218.496,218.017,217.579,217.289,217.008,216.744,216.496,216.331,216.231,216.14,216.091,216.058,216.041,216.025,216.017,216.008,216,216,216,216,216,216,215.983,215.926,215.809,215.629,215.379,215.117,214.857,214.611,214.376,214.141,213.858,213.536,213.097,212.71,212.386,212.124,211.84,211.554,211.256,210.945,210.635,210.372,210.165,210.116,210.074,210.033,210,210,210,210,210,210.81,212.083,213.355,214.628,215.901,217.174,218.446,219.719,220.992,222.264,223.537,224,224,223.992,223.975,223.884,223.793,223.702,223.612,223.521,223.397,223.215,223.033,222.835,222.645,222.446,222.273,222.091,221.901,221.702,221.455,221.215,221.017,220.76,220.463,220.149,219.843,219.562,219.289,219.025,218.769,218.562,218.38,218.215,218.132,218.107,218.124,218.19,218.281,218.372,218.463,218.554,218.645,218.752,218.917,219.074,219.231,219.364,219.455,219.562,219.727,219.909,220.091,220.289,220.496,220.694,220.942,221.223,221.545,221.901,222.289,222.653,223.025,223.463,223.901,224.314,224.678,224.975,225.24,225.463,225.653,225.793,225.901,225.983,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226.017,226.107,226.198,226.289,226.405,226.587,226.769,226.992,227.264,227.537,227.81,228.066,228.248,228.43,228.636,228.884,229.066,229.248,229.388,229.479,229.57,229.661,229.752,229.843,229.934,230,230,230,230,230,230,230.058,230.14,230.231,230.322,230.413,230.554,230.727,230.909,231.174,231.537,232.132,232.744,233.347,233.975,234.612,235.248,235.835,236.388,236.934,237.397,237.76,237.893,237.95,237.992,238,238.008,238.033,238.099,238.19,238.281,238.372,238.463,238.554,238.645,238.736,238.826,238.909,238.975,239,239,239,239,238.992,238.983,238.959,238.917,238.826,238.727,238.579,238.413,238.231,238.05,237.868,237.694,237.521,237.364,237.223,237.116,237.017,236.967,236.934,236.917,236.901,236.884,236.851,236.818,236.785,236.744,236.727,236.711,236.694,236.694,236.702,236.711,236.752,236.826,236.917,237.083,237.471,238.165,238.909,239.669,240.413,241.149,241.884,242.587,243.273,243.942,244.537,244.917,245,245.05,245.107,245.198,245.289,245.405,245.545,245.719,245.893,246.083,246.306,246.562,246.851,247.116,247.355,247.587,247.76,247.876,247.959,248,248.025,247.983,247.893,247.752,247.612,247.463,247.322,247.215,247.14,247.058,247.017,246.975,246.967,246.876,246.769,246.645,246.504,246.281,246.058,245.835,245.62,245.397,245.174,244.95,244.521,244.107,243.702,243.314,243
242.587,242.256,241.777,241.157,240.38,239.463,238.818,238.165,237.512,236.835,236.074,234.942,233.57,232.347,231.24,230.281,229.397,228.529,227.661,226.785,225.934,225.165,224.719,224.471,224.215,223.934,223.587,223.248,222.769,222.289,221.81,221.306,220.736,220.157,219.612,219.033,218.496,218.025,217.612,217.331,217.058,216.802,216.562,216.397,216.298,216.215,216.165,216.132,216.107,216.083,216.066,216.05,216.033,216.025,216.017,216.008,216,216,215.983,215.926,215.801,215.634,215.398,215.137,214.878,214.632,214.398,214.158,213.861,213.54,213.1,212.722,212.384,212.108,211.832,211.545,211.246,210.934,210.629,210.38,210.174,210.124,210.083,210.041,210.008,210,210,210,210,210.81,212.083,213.355,214.628,215.901,217.174,218.446,219.719,220.992,222.264,223.537,224,223.992,223.975,223.95,223.86,223.769,223.678,223.587,223.496,223.372,223.19,223.008,222.818,222.636,222.455,222.281,222.099,221.909,221.702,221.455,221.215,221.008,220.752,220.455,220.149,219.835,219.554,219.281,219.008,218.752,218.537,218.355,218.198,218.116,218.091,218.099,218.157,218.24,218.322,218.413,218.512,218.612,218.719,218.876,219.025,219.182,219.314,219.413,219.529,219.702,219.893,220.074,220.273,220.479,220.686,220.934,221.215,221.537,221.901,222.289,222.661,223.033,223.463,223.901,224.314,224.678,224.983,225.248,225.471,225.653,225.793,225.893,225.975,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226.017,226.099,226.182,226.273,226.38,226.562,226.744,226.959,227.231,227.504,227.777,228.033,228.223,228.413,228.612,228.868,229.05,229.231,229.38,229.471,229.562,229.653,229.744,229.835,229.926,230,230,230,230,230,230,230.058,230.14,230.231,230.322,230.413,230.554,230.727,230.909,231.174,231.521,232.116,232.727,233.331,233.959,234.595,235.231,235.818,236.372,236.917,237.38,237.76,237.893,237.95,237.992,238,238.008,238.025,238.083,238.174,238.264,238.355,238.446,238.537,238.628,238.719,238.81,238.893,238.967,239,239,239,239,238.992,238.983,238.959,238.917,238.826,238.727,238.579,238.421,238.248,238.066,237.884,237.711,237.537,237.38,237.24,237.132,237.033,236.983,236.942,236.917,236.901,236.876,236.835,236.793,236.752,236.702,236.678,236.661,236.645,236.645,236.653,236.661,236.711,236.793,236.893,237.066,237.463,238.165,238.901,239.661,240.405,241.14,241.876,242.579,243.264,243.934,244.529,244.909,244.992,245.05,245.099,245.182,245.273,245.388,245.529,245.694,245.868,246.058,246.273,246.521,246.802,247.066,247.306,247.529,247.694,247.802,247.884,247.926,247.95,247.917,247.835,247.702,247.57,247.43,247.298,247.198,247.132,247.058,247.017,246.975,246.967,246.868,246.752,246.62,246.463,246.24,246.008,245.777,245.554,245.322,245.091,244.86,244.43,244.017,243.612,243.231,242.909
242.744,242.405,241.926,241.223,240.397,239.479,238.826,238.165,237.504,236.826,236.066,234.992,233.62,232.38,231.298,230.322,229.438,228.57,227.702,226.826,225.967,225.19,224.678,224.43,224.174,223.901,223.57,223.215,222.736,222.256,221.777,221.273,220.702,220.132,219.587,219.025,218.504,218.041,217.653,217.38,217.116,216.868,216.636,216.479,216.38,216.306,216.256,216.223,216.19,216.157,216.132,216.107,216.083,216.066,216.05,216.033,216.017,216.008,215.983,215.918,215.784,215.609,215.388,215.142,214.891,214.65,214.413,214.168,213.871,213.558,213.135,212.765,212.436,212.145,211.862,211.576,211.271,210.962,210.662,210.414,210.198,210.14,210.099,210.058,210.025,210.008,210,210,210,210.81,212.083,213.355,214.628,215.901,217.174,218.446,219.719,220.992,222.264,223.537,224,223.983,223.959,223.926,223.835,223.744,223.653,223.562,223.463,223.331,223.149,222.967,222.785,222.612,222.43,222.256,222.074,221.876,221.661,221.421,221.19,220.975,220.711,220.413,220.107,219.802,219.521,219.24,218.967,218.711,218.488,218.298,218.149,218.074,218.05,218.058,218.107,218.182,218.264,218.355,218.463,218.57,218.686,218.835,218.975,219.124,219.256,219.364,219.488,219.661,219.86,220.041,220.24,220.446,220.653,220.901,221.19,221.512,221.868,222.256,222.628,222.992,223.413,223.851,224.264,224.636,224.95,225.215,225.438,225.628,225.769,225.876,225.967,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226.017,226.091,226.165,226.256,226.364,226.537,226.719,226.926,227.198,227.471,227.744,228,228.198,228.397,228.595,228.843,229.033,229.215,229.372,229.463,229.554,229.645,229.736,229.826,229.917,229.992,230,230,230,230,230.008,230.066,230.149,230.24,230.331,230.421,230.57,230.744,230.926,231.174,231.504,232.074,232.694,233.298,233.926,234.562,235.198,235.777,236.331,236.876,237.355,237.752,237.901,237.95,237.992,238,238.008,238.025,238.083,238.174,238.264,238.355,238.446,238.537,238.628,238.719,238.81,238.893,238.967,239,239,239,239,238.992,238.983,238.95,238.901,238.81,238.711,238.57,238.421,238.256,238.074,237.893,237.719,237.545,237.397,237.264,237.157,237.058,237,236.95,236.917,236.901,236.876,236.843,236.81,236.769,236.719,236.694,236.686,236.678,236.678,236.686,236.694,236.744,236.818,236.909,237.083,237.471,238.116,238.843,239.595,240.339,241.074,241.818,242.529,243.223,243.901,244.504,244.901,245.041,245.099,245.149,245.231,245.322,245.438,245.57,245.727,245.893,246.074,246.281,246.529,246.802,247.058,247.298,247.521,247.678,247.785,247.868,247.917,247.95,247.926,247.851,247.736,247.612,247.471,247.339,247.24,247.174,247.099,247.05,247,246.983,246.876,246.752,246.612,246.446,246.231,246.008,245.785,245.57,245.38,245.198,244.967,244.545,244.14,243.752,243.388,243.066
242.909,242.562,242.074,241.364,240.521,239.595,238.934,238.256,237.579,236.884,236.116,235.033,233.653,232.405,231.322,230.355,229.471,228.603,227.744,226.876,226.025,225.248,224.744,224.504,224.256,223.983,223.645,223.264,222.769,222.273,221.785,221.273,220.702,220.132,219.579,219.017,218.496,218.041,217.678,217.421,217.174,216.934,216.711,216.562,216.463,216.397,216.347,216.306,216.264,216.223,216.19,216.157,216.124,216.099,216.074,216.05,216.025,216.008,215.974,215.902,215.779,215.618,215.398,215.154,214.904,214.666,214.417,214.16,213.849,213.521,213.114,212.741,212.407,212.122,211.845,211.558,211.251,210.954,210.666,210.432,210.24,210.174,210.124,210.074,210.033,210.008,210,210,210,210.694,211.967,213.24,214.512,215.785,217.058,218.331,219.603,220.876,222.149,223.421,224,223.983,223.959,223.926,223.843,223.752,223.661,223.57,223.471,223.331,223.149,222.967,222.785,222.612,222.43,222.248,222.066,221.86,221.628,221.38,221.149,220.926,220.653,220.355,220.05,219.744,219.455,219.165,218.893,218.645,218.421,218.231,218.091,218.025,218,218,218.041,218.116,218.198,218.289,218.405,218.521,218.636,218.777,218.909,219.05,219.19,219.306,219.43,219.603,219.81,219.992,220.182,220.388,220.595,220.843,221.14,221.455,221.81,222.198,222.57,222.934,223.355,223.793,224.215,224.595,224.917,225.182,225.413,225.603,225.752,225.868,225.959,225.992,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226.008,226.074,226.149,226.24,226.347,226.512,226.694,226.901,227.174,227.446,227.719,227.983,228.19,228.388,228.587,228.835,229.033,229.215,229.372,229.463,229.554,229.645,229.736,229.826,229.917,229.992,230,230,230,230,230.008,230.066,230.149,230.24,230.331,230.43,230.579,230.752,230.934,231.165,231.488,232.074,232.702,233.314,233.942,234.579,235.207,235.785,236.339,236.884,237.38,237.785,237.917,237.959,237.992,238,238.008,238.033,238.099,238.19,238.281,238.372,238.463,238.554,238.645,238.736,238.826,238.909,238.975,239,239,239,239,238.992,238.975,238.934,238.884,238.793,238.694,238.562,238.421,238.264,238.083,237.901,237.727,237.562,237.421,237.289,237.182,237.083,237.017,236.959,236.917,236.901,236.876,236.843,236.81,236.769,236.719,236.694,236.686,236.678,236.678,236.686,236.694,236.744,236.81,236.901,237.074,237.413,238.008,238.76,239.529,240.289,241.041,241.802,242.529,243.248,243.942,244.562,245.025,245.231,245.273,245.314,245.388,245.471,245.57,245.686,245.826,245.983,246.157,246.355,246.587,246.835,247.066,247.281,247.479,247.62,247.727,247.81,247.851,247.876,247.851,247.785,247.694,247.595,247.479,247.364,247.281,247.215,247.132,247.074,247.017,246.983,246.876,246.76,246.628,246.471,246.273,246.066,245.86,245.669,245.504,245.347,245.14,244.727,244.322,243.934,243.57,243.24
243,242.653,242.215,241.496,240.645,239.719,239.058,238.372,237.686,236.983,236.215,235.066,233.678,232.372,231.281,230.306,229.421,228.554,227.702,226.843,226,225.223,224.793,224.57,224.331,224.066,223.752,223.364,222.86,222.355,221.86,221.347,220.769,220.19,219.62,219.05,218.537,218.074,217.719,217.471,217.231,217,216.777,216.636,216.537,216.479,216.438,216.388,216.339,216.289,216.248,216.207,216.165,216.132,216.099,216.066,216.033,216.008,215.966,215.904,215.794,215.634,215.416,215.174,214.927,214.691,214.423,214.144,213.811,213.468,213.06,212.682,212.355,212.068,211.789,211.499,211.19,210.913,210.646,210.433,210.264,210.19,210.132,210.074,210.033,210.008,210,210,210,210.686,211.95,213.215,214.479,215.752,217.025,218.298,219.57,220.843,222.116,223.388,223.975,223.967,223.95,223.926,223.851,223.769,223.678,223.587,223.488,223.355,223.182,223,222.818,222.636,222.446,222.256,222.066,221.86,221.62,221.355,221.099,220.851,220.562,220.248,219.934,219.62,219.322,219.025,218.744,218.496,218.281,218.099,217.967,217.901,217.876,217.884,217.934,218.008,218.091,218.182,218.298,218.413,218.537,218.678,218.818,218.967,219.107,219.231,219.364,219.537,219.752,219.942,220.14,220.339,220.545,220.793,221.099,221.413,221.769,222.149,222.529,222.893,223.306,223.744,224.174,224.562,224.893,225.157,225.397,225.587,225.744,225.86,225.95,225.992,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226.008,226.066,226.132,226.223,226.331,226.488,226.669,226.876,227.149,227.421,227.694,227.959,228.174,228.38,228.579,228.818,229.025,229.207,229.364,229.455,229.545,229.636,229.727,229.818,229.909,229.983,230,230,230,230,230.008,230.066,230.149,230.24,230.331,230.43,230.579,230.752,230.934,231.157,231.455,232.041,232.678,233.298,233.926,234.562,235.19,235.769,236.322,236.868,237.372,237.802,237.934,237.967,237.992,238.008,238.025,238.058,238.124,238.215,238.306,238.397,238.488,238.579,238.669,238.76,238.843,238.917,238.975,239,239,239,239,238.992,238.975,238.934,238.884,238.793,238.694,238.57,238.438,238.289,238.116,237.934,237.76,237.595,237.455,237.322,237.215,237.116,237.041,236.975,236.926,236.901,236.876,236.843,236.81,236.769,236.719,236.694,236.686,236.678,236.678,236.686,236.694,236.736,236.793,236.884,237.058,237.347,237.967,238.736,239.521,240.298,241.066,241.843,242.595,243.339,244.05,244.686,245.215,245.413,245.455,245.496,245.562,245.636,245.727,245.835,245.967,246.116,246.281,246.463,246.661,246.876,247.083,247.281,247.463,247.603,247.711,247.793,247.835,247.86,247.851,247.818,247.76,247.686,247.595,247.504,247.43,247.347,247.248,247.174,247.099,247.041,246.926,246.802,246.669,246.512,246.314,246.099,245.909,245.736,245.587,245.446,245.256,244.843,244.438,244.041,243.669,243.331
243.149,242.793,242.355,241.62,240.76,239.826,239.165,238.471,237.785,237.083,236.248,235.033,233.645,232.322,231.231,230.248,229.355,228.479,227.628,226.777,225.942,225.223,224.86,224.645,224.413,224.174,223.876,223.496,223,222.496,221.983,221.463,220.884,220.298,219.711,219.14,218.612,218.14,217.785,217.537,217.306,217.083,216.86,216.719,216.62,216.57,216.529,216.479,216.43,216.38,216.331,216.281,216.231,216.19,216.149,216.107,216.066,216.033,215.992,215.932,215.825,215.668,215.453,215.214,214.969,214.715,214.427,214.128,213.773,213.389,212.97,212.581,212.25,211.962,211.68,211.387,211.096,210.839,210.592,210.402,210.264,210.19,210.132,210.074,210.033,210.008,210,210,210,210.57,211.826,213.083,214.339,215.603,216.868,218.132,219.397,220.669,221.942,223.215,223.917,223.917,223.901,223.876,223.81,223.736,223.653,223.57,223.471,223.339,223.165,222.983,222.802,222.628,222.438,222.24,222.05,221.835,221.587,221.306,221.041,220.785,220.488,220.174,219.86,219.545,219.248,218.942,218.661,218.413,218.207,218.025,217.893,217.818,217.785,217.785,217.835,217.909,217.992,218.083,218.198,218.314,218.438,218.579,218.727,218.876,219.017,219.149,219.289,219.471,219.686,219.884,220.091,220.298,220.504,220.752,221.05,221.364,221.702,222.074,222.446,222.81,223.215,223.645,224.074,224.471,224.81,225.091,225.339,225.545,225.711,225.835,225.934,225.983,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226.008,226.058,226.116,226.207,226.306,226.455,226.628,226.835,227.107,227.38,227.653,227.917,228.14,228.355,228.554,228.793,229,229.19,229.347,229.438,229.529,229.62,229.711,229.802,229.893,229.967,229.992,230,230,230,230.008,230.066,230.149,230.24,230.331,230.43,230.579,230.76,230.942,231.165,231.479,232.083,232.727,233.355,233.992,234.628,235.256,235.835,236.38,236.926,237.43,237.843,237.959,237.983,238,238.008,238.025,238.066,238.14,238.231,238.322,238.413,238.504,238.595,238.686,238.777,238.86,238.934,238.983,239,239,239,239,239,238.992,238.959,238.909,238.818,238.727,238.612,238.488,238.347,238.182,238,237.818,237.645,237.496,237.364,237.256,237.149,237.066,236.992,236.934,236.901,236.876,236.843,236.81,236.769,236.727,236.702,236.694,236.686,236.686,236.694,236.702,236.736,236.785,236.868,236.975,237.198,237.835,238.62,239.421,240.215,241,241.793,242.57,243.339,244.074,244.793,245.397,245.595,245.636,245.678,245.736,245.802,245.884,245.983,246.107,246.248,246.397,246.57,246.76,246.967,247.165,247.364,247.545,247.686,247.793,247.876,247.926,247.967,247.967,247.942,247.893,247.826,247.744,247.661,247.595,247.521,247.438,247.372,247.281,247.207,247.074,246.934,246.785,246.628,246.43,246.215,246.025,245.843,245.686,245.562,245.388,244.983,244.587,244.198,243.818,243.479
243.62,243.207,242.76,241.959,241.025,240.025,239.355,238.653,237.959,237.24,236.339,235.058,233.661,232.273,231.174,230.19,229.306,228.438,227.595,226.752,225.917,225.248,224.942,224.736,224.512,224.281,223.983,223.587,223.083,222.562,222.033,221.512,220.934,220.347,219.752,219.174,218.645,218.182,217.835,217.587,217.364,217.149,216.934,216.802,216.702,216.653,216.62,216.57,216.521,216.471,216.421,216.372,216.322,216.281,216.231,216.182,216.132,216.091,216.033,215.975,215.872,215.71,215.49,215.246,214.976,214.703,214.395,214.075,213.69,213.284,212.854,212.453,212.119,211.827,211.541,211.266,210.994,210.756,210.531,210.37,210.264,210.19,210.132,210.074,210.033,210.008,210,210,210,210.455,211.702,212.95,214.198,215.455,216.711,217.967,219.223,220.488,221.752,223.017,223.826,223.826,223.81,223.785,223.727,223.661,223.587,223.504,223.405,223.281,223.116,222.942,222.769,222.603,222.413,222.215,222.025,221.81,221.562,221.273,221,220.736,220.421,220.099,219.777,219.463,219.157,218.843,218.554,218.306,218.107,217.926,217.793,217.719,217.678,217.678,217.727,217.802,217.884,217.975,218.091,218.207,218.331,218.463,218.612,218.76,218.901,219.033,219.174,219.355,219.57,219.769,219.983,220.19,220.405,220.661,220.967,221.281,221.628,222,222.372,222.744,223.149,223.57,224.008,224.413,224.76,225.05,225.306,225.512,225.686,225.818,225.917,225.975,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226.008,226.05,226.099,226.19,226.289,226.43,226.595,226.802,227.074,227.347,227.62,227.884,228.116,228.339,228.537,228.769,228.975,229.174,229.331,229.421,229.512,229.603,229.694,229.785,229.876,229.95,229.983,230,230,230,230.008,230.066,230.149,230.24,230.331,230.43,230.587,230.769,230.95,231.165,231.463,232.066,232.711,233.347,233.983,234.62,235.248,235.818,236.364,236.909,237.421,237.851,237.967,237.992,238,238.008,238.025,238.074,238.149,238.24,238.331,238.421,238.512,238.603,238.694,238.785,238.868,238.942,238.983,239,239,239,239,239,238.992,238.959,238.909,238.818,238.727,238.62,238.504,238.372,238.215,238.033,237.851,237.678,237.529,237.397,237.289,237.182,237.091,237.008,236.942,236.901,236.876,236.843,236.81,236.769,236.727,236.702,236.694,236.686,236.686,236.694,236.702,236.727,236.769,236.843,236.942,237.107,237.769,238.57,239.388,240.198,241,241.81,242.612,243.405,244.165,244.909,245.587,245.777,245.818,245.86,245.917,245.983,246.066,246.165,246.281,246.413,246.554,246.711,246.876,247.058,247.231,247.413,247.579,247.719,247.826,247.917,247.975,248.025,248.05,248.058,248.041,248,247.934,247.876,247.818,247.752,247.678,247.62,247.537,247.463,247.372,247.215,247.066,246.909,246.702,246.537,246.397,246.264,246.157,246.083,245.959,245.504,245.116,244.727,244.347,244.008
244.091,243.603,243.083,242.256,241.248,240.182,239.496,238.777,238.066,237.331,236.355,235.066,233.678,232.289,231.157,230.19,229.314,228.463,227.636,226.81,225.975,225.364,225.058,224.851,224.628,224.38,224.05,223.62,223.099,222.562,222.017,221.496,220.917,220.331,219.736,219.165,218.645,218.207,217.884,217.645,217.43,217.223,217.017,216.893,216.793,216.744,216.711,216.661,216.612,216.562,216.512,216.463,216.413,216.364,216.306,216.248,216.19,216.14,216.066,215.992,215.885,215.718,215.494,215.247,214.959,214.667,214.331,213.982,213.567,213.137,212.715,212.31,211.972,211.676,211.386,211.128,210.875,210.665,210.469,210.339,210.264,210.19,210.132,210.074,210.033,210.008,210,210,210,210.339,211.579,212.818,214.058,215.306,216.554,217.802,219.05,220.306,221.562,222.818,223.736,223.736,223.719,223.694,223.645,223.587,223.521,223.438,223.339,223.215,223.058,222.884,222.711,222.545,222.355,222.157,221.967,221.744,221.496,221.207,220.934,220.653,220.339,220.025,219.711,219.397,219.083,218.76,218.471,218.223,218.025,217.843,217.719,217.645,217.603,217.595,217.645,217.719,217.802,217.893,218.008,218.124,218.24,218.364,218.512,218.653,218.793,218.926,219.058,219.24,219.463,219.669,219.884,220.099,220.322,220.579,220.884,221.198,221.545,221.917,222.298,222.669,223.074,223.496,223.934,224.347,224.702,225,225.264,225.479,225.669,225.802,225.901,225.959,225.992,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226.033,226.074,226.157,226.256,226.388,226.545,226.752,227.025,227.298,227.57,227.843,228.083,228.314,228.521,228.744,228.95,229.149,229.298,229.388,229.479,229.57,229.661,229.752,229.843,229.917,229.959,229.983,229.992,230,230.008,230.058,230.14,230.231,230.322,230.421,230.579,230.76,230.942,231.14,231.43,232.041,232.694,233.339,233.975,234.612,235.24,235.81,236.355,236.901,237.43,237.868,237.975,238,238,238.008,238.025,238.083,238.165,238.256,238.347,238.438,238.529,238.62,238.711,238.802,238.884,238.959,238.992,239,239,239,239,239,238.983,238.942,238.893,238.802,238.711,238.612,238.504,238.38,238.231,238.058,237.876,237.711,237.57,237.438,237.331,237.223,237.124,237.033,236.959,236.909,236.876,236.843,236.81,236.769,236.727,236.702,236.694,236.686,236.686,236.694,236.702,236.727,236.76,236.826,236.917,237.025,237.711,238.537,239.372,240.198,241.017,241.843,242.661,243.479,244.264,245.033,245.785,245.967,245.992,246.033,246.091,246.157,246.231,246.322,246.43,246.554,246.686,246.835,246.992,247.157,247.306,247.463,247.62,247.76,247.884,247.992,248.066,248.116,248.149,248.165,248.174,248.157,248.124,248.083,248.041,248,247.95,247.917,247.876,247.835,247.793,247.694,247.603,247.496,247.339,247.223,247.107,247,246.917,246.868,246.769,246.264,245.818,245.372,244.934,244.537
244.521,243.983,243.421,242.554,241.479,240.355,239.661,238.926,238.198,237.455,236.413,235.116,233.719,232.306,231.149,230.182,229.314,228.471,227.661,226.851,226.025,225.479,225.165,224.95,224.727,224.471,224.124,223.661,223.132,222.587,222.025,221.488,220.901,220.331,219.744,219.19,218.686,218.273,217.975,217.736,217.521,217.322,217.124,217,216.893,216.843,216.802,216.752,216.702,216.653,216.603,216.554,216.504,216.455,216.397,216.339,216.281,216.231,216.14,216.05,215.92,215.729,215.502,215.252,214.93,214.603,214.23,213.844,213.403,212.973,212.552,212.153,211.823,211.513,211.217,210.986,210.759,210.578,210.411,210.298,210.231,210.165,210.116,210.066,210.033,210.008,210,210,210,210.223,211.455,212.686,213.917,215.157,216.397,217.636,218.876,220.124,221.372,222.62,223.645,223.645,223.628,223.603,223.562,223.512,223.446,223.364,223.264,223.14,222.992,222.826,222.661,222.504,222.314,222.116,221.917,221.694,221.43,221.132,220.851,220.554,220.231,219.909,219.587,219.273,218.942,218.612,218.314,218.074,217.876,217.702,217.587,217.512,217.471,217.463,217.504,217.579,217.669,217.769,217.893,218.017,218.132,218.248,218.397,218.537,218.678,218.818,218.967,219.149,219.38,219.595,219.818,220.041,220.273,220.537,220.851,221.174,221.521,221.901,222.289,222.661,223.058,223.471,223.901,224.314,224.669,224.967,225.231,225.455,225.636,225.769,225.868,225.934,225.975,225.992,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226.025,226.058,226.132,226.231,226.355,226.504,226.702,226.975,227.248,227.521,227.793,228.041,228.281,228.496,228.711,228.917,229.116,229.264,229.355,229.446,229.537,229.628,229.719,229.81,229.884,229.934,229.967,229.983,230,230.008,230.05,230.132,230.223,230.314,230.413,230.579,230.76,230.942,231.124,231.397,232,232.661,233.306,233.942,234.579,235.207,235.769,236.314,236.86,237.405,237.86,237.975,238,238,238.008,238.025,238.083,238.157,238.248,238.339,238.43,238.521,238.612,238.702,238.793,238.876,238.95,238.983,239,239,238.992,238.983,238.975,238.95,238.901,238.843,238.752,238.661,238.57,238.471,238.355,238.223,238.058,237.884,237.727,237.595,237.471,237.364,237.256,237.149,237.05,236.967,236.909,236.876,236.851,236.826,236.793,236.76,236.744,236.744,236.744,236.744,236.752,236.76,236.785,236.81,236.86,236.934,237.017,237.711,238.545,239.388,240.231,241.066,241.909,242.744,243.579,244.388,245.182,245.967,246.14,246.157,246.19,246.248,246.314,246.388,246.471,246.57,246.686,246.81,246.959,247.124,247.298,247.463,247.628,247.793,247.942,248.083,248.207,248.306,248.38,248.43,248.463,248.496,248.496,248.479,248.455,248.43,248.413,248.388,248.364,248.331,248.298,248.264,248.165,248.074,247.967,247.835,247.744,247.645,247.554,247.496,247.471,247.397,246.868,246.397,245.926,245.463,245.017
