1.97067;-0.638465;4.70707;-0.536757;22.1187;-0.00184433;-0.0596726;89;37.1766
0.527945;-0.130025;4.05933;0.0226232;14.2436;0.137069;-0.121489;99;44.9226
0.765133;-0.215943;0.0933615;0.127229;33.6016;0.217259;0.122011;85;64.558
0.684569;-0.164094;6.52669;-0.280487;46.4827;0.0243913;0.436144;49.0768;49.0768
0.352858;-0.133636;1.26153;0.0640828;79.9329;0.0413229;0.137506;38.5768;19.9094
0.302962;-0.114569;0.52066;0.0114512;91.4971;0.0285665;0.0950576;38.85;20.0284
0.0507085;-0.00140345;5.27141;0.0568139;122.398;-0.0319452;-0.141931;82;44.5006
0.127788;-0.0274991;4.79535;-0.089261;128.842;-0.0262315;-0.0894194;48.8357;48.8357
0.399733;-0.134299;6.53384;-0.0960973;139.013;0.134973;-0.351435;68;32.1474
0.198919;-0.0372296;1.31241;0.0525553;172.026;0.168595;-0.204795;83;44.307
0.314698;-0.1041;2.72891;-0.0642784;171.313;0.030431;-0.120255;51.3;34.2086
0.457291;-0.150612;0.328652;0.138738;223.896;0.0704996;-0.088826;70;34.8088
0.346369;-0.11436;5.52486;-0.077678;250.321;0.0381791;-0.372043;42.9107;34.4685
0.350039;-0.112052;4.03132;-0.0848173;257.527;-0.0500704;-0.186438;82;39.0071
0.429085;-0.150034;5.98774;-0.00493999;270.682;0.0364564;-0.128767;44.625;27.4015
0.152364;-0.0237536;2.41226;-0.0118258;299.2;-0.048897;0.075879;51.3;51.3
0.529426;-0.164683;4.8338;-0.0710657;341.064;0.111781;-0.275593;81;43.7509
0.396366;-0.123932;0.188991;0.0228279;365.406;0.241054;-0.254446;74;42.8568
0.669073;-0.218706;1.11775;0.185506;354.958;0.0463012;0.00856542;70;35.8766
0.565892;-0.189005;4.16626;-0.0711474;399.865;0.0305104;-0.422059;53.4268;32.9158
0.612871;-0.203898;2.25157;0.0527981;410.661;0.162524;-0.175196;81;33.4337
0.593944;-0.181396;5.98867;-0.0185833;442.861;0.214982;-0.391663;83;47.0798
0.843105;-0.256194;2.96601;0.0088169;511.879;0.150041;-0.475369;85;48.0412
1.32356;-0.412427;1.47003;0.0765892;531.186;0.14932;-0.239973;103;43.4453
1.30658;-0.438594;-0.0891096;0.0769922;535.773;0.0590529;0.234538;78.7582;32.2593
1.1744;-0.364512;4.27409;0.0539562;562.975;0.161903;-0.249202;94;44.1339
1.48839;-0.515394;5.12752;0.0532468;560.808;0.0886443;0.182758;69.5513;28.4882
0.341627;-0.115085;0.614805;-0.0581924;575.066;-0.0337553;0.224143;46.5643;31.8049
0.453091;-0.169355;1.01551;0.034682;589.018;0.0116201;-0.0731924;40.3179;20.9851
0.132395;-0.0146954;3.22053;-0.0481152;633.314;0.0164524;-0.0889403;50.6893;50.6893
0.538024;-0.169604;2.49045;-0.0457138;724.22;-0.022897;0.0257091;51.9696;41.4782
0.502829;-0.177253;6.32419;-0.0564144;723.454;0.00334002;-0.0237763;42.8839;26.5254
0.55215;-0.20183;4.60594;-0.100786;758.426;-0.0359852;-0.128987;42.2518;22.9427
0.350168;-0.113668;1.32214;0.0619343;778.692;0.158657;-0.382695;67;36.891
0.538489;-0.195546;0.517725;0.00827416;793.444;0.0052738;-0.0282102;42.75;23.5545
0.486226;-0.14164;3.06303;-0.0388931;867.756;-0.0561957;-0.161197;73;56.8813
0.598648;-0.191216;5.10027;-0.0431459;866.892;0.039055;-0.225923;73;39.3503
0.45588;-0.137443;6.44254;-0.131525;912.599;-0.0528887;-0.0959617;71;49.5764
0.410097;-0.115278;0.988919;0.0613908;937.807;0.220566;-0.0223494;73;65.6019
0.452193;-0.141844;1.21177;-0.0711536;1046.46;0.117174;0.107;69;42.3067
-0.160474;0.0925141;1.29178;-0.0659635;1114.39;0.317126;-0.326039;0;40.6299
0.129365;-0.0181201;0.25824;-0.0654224;1148.61;0.0346901;-0.0439362;59;59
0.441803;-0.148016;3.13985;-0.142317;1232.84;-0.0796922;-0.0350192;66;32.5117
2.27553;-0.918132;3.33098;0.465058;1327.84;0.0423674;-0.907808;37.7322;15.4551
0.557152;-0.19632;6.10888;0.000311688;1306.35;0.0602837;-0.241778;64.8692;26.5704
0.42947;-0.13869;3.41853;-0.0656232;1354.69;0.127211;-0.445351;71;37.6627
0.312567;-0.117487;5.33236;-0.125246;1474.5;-0.017331;-0.353094;35.1964;20.5194
-0.187844;0.087281;2.7569;0.0518627;1456.45;-0.0181874;0.431367;0;39.2952
0.280772;-0.0669437;1.68322;-0.0483142;1546.32;-0.000744856;-0.254749;39.1821;39.1821
0.47973;-0.138665;4.44062;-0.028292;1656.68;0.171411;-0.534993;68;58.678
0.164322;0.0100627;5.11314;0.155158;1636.94;0.0226074;0.140677;0;38.5909
0.45294;-0.122797;0.681781;0.00131049;1643.4;0.136055;-0.0253986;68;68
0.588232;-0.173914;2.549;0.00360641;1659.05;0.139467;-0.0702226;69;53.6062
0.286022;-0.0332309;1.39132;0.0206426;1697.22;-0.0491787;-0.0407827;96;38.3557
0.275252;-0.0779319;5.82895;0.0792474;1732.26;0.189291;-0.0876532;59;59
0.372114;-0.127033;3.0863;-0.0683672;1788.9;0.0443989;0.198584;39.4768;30.1578
0.290372;-0.0946951;3.99077;0.0541958;1800.21;0.0215741;-0.120319;42.1393;36.2133
0.619479;-0.213961;0.580355;0.279352;1817.86;0.0962689;-0.380437;43.7893;28.7824
0.285783;-0.0820465;5.86101;0.00648256;1814.59;0.103902;-0.0552994;65;60.2926
0.170831;-0.0174055;4.9625;0.0331145;1886.25;0.0197694;0.168725;43.3607;43.3607
0.523804;-0.159283;1.6025;0.025757;1914.86;0.139227;-0.178475;64;47.9024
0.347318;-0.107471;2.94664;0.0048869;1914.26;0.245837;-0.292309;59;44.6785
0.839529;-0.289016;5.55794;0.111539;1941.67;0.146103;0.00801102;64;29.1618
0.358512;-0.117163;3.97735;-0.024126;1957.63;0.149783;-0.12031;63;35.9094
0.72029;-0.225849;0.902248;-0.00150723;1994.66;0.0322289;0.156324;68;42.3759
1.1058;-0.381826;5.53971;-0.147778;2048.95;0.0668136;0.0940057;69;28.8138
0.577928;-0.139107;0.100763;0.104771;2061.28;0.183829;0.24917;64;64
0.703873;-0.216189;2.37073;0.0152499;2063.38;0.0459752;0.242998;72;46.026
1.26943;-0.393486;2.86792;0.306752;2078.96;0.154192;0.162083;80;44.3689
0.293047;-0.0910473;6.09348;-0.0181563;2122;0.0726501;0.0213139;55;43.9584
0.10476;-0.0144565;1.06095;0.0169852;2133.93;0.0219909;0.0961405;39.6964;39.6964
0.326062;-0.102834;0.569218;-0.0108007;2166.59;0.161166;-0.313189;53;41.4007
0.516164;-0.207459;2.59699;0.0913288;2225;1.17851e-008;1.44207e-007;30.8571;15.6957
0.148675;-0.0288526;5.52339;-0.11429;2244.95;0.161715;-0.0324804;59;59
0.410154;-0.130168;1.93622;-0.000869252;2298.44;0.121706;-0.370452;60;40.3766
