0.420702;-0.127899;0.743727;0.028181;4.25352;0.0177452;0.0552803;85.6847;47.9505;;0.292803;5.025428;0.0177452
0.354469;-0.0920331;5.49046;-0.0240092;18.3765;0.0970355;-0.037614;197;90.1356;;0.2624359;23.8429508;0.0970355
0.298291;-0.0789068;2.9494;0.0145487;72.866;0.18282;-0.114409;197;83.6494;;0.2193842;75.8299487;0.18282
0.544338;-0.129459;4.58432;0.0110056;64.9528;0.165448;0.189236;202;128.029;;0.414879;69.5481256;0.165448
0.32246;-0.0861174;1.8882;-0.0306856;89.0768;-0.0134724;-0.190326;185;80.5194;;0.2363426;90.9343144;-0.0134724
0.612212;-0.139369;5.99276;-0.0336109;174.095;0.31919;0.111182;202;96.1068;;0.472843;180.0541491;0.31919
0.696984;-0.169102;2.51854;0.0547793;171.251;0.232512;0.0842526;196;118.211;;0.527882;173.8243193;0.232512
0.88556;-0.229272;4.07076;-0.0430612;172.288;0.217701;0.187838;184;91.1656;;0.656288;176.3156988;0.217701
0.0823825;-0.0171766;1.42493;-0.0999556;222.459;0.0427329;0.0643678;87.9278;87.9278;;0.0652059;223.7839744;0.0427329
0.105372;-0.00278561;5.7708;-0.0272818;363.231;0.00234305;0.000718825;90.6194;90.6194;;0.10258639;368.9745182;0.00234305
0.206247;-0.0640986;1.49284;0.00232374;372.996;0.0798387;0.0315545;82.463;43.9048;;0.1421484;374.4911637;0.0798387
0.273101;-0.079811;3.5943;-0.00612633;372.068;-0.0262339;-0.00183822;116.173;56.1571;;0.19329;375.6561737;-0.0262339
0.397739;-0.123892;1.30337;-0.0159484;422.179;0.0654318;0.107657;82.5444;43.5096;;0.273847;423.4664216;0.0654318
0.258084;-0.0732395;2.53241;-0.000750463;443.473;0.0546868;-0.0689249;154.192;63.1569;;0.1848445;446.0046595;0.0546868
0.560378;-0.130949;0.346028;-0.0147091;500.083;0.214117;0.124903;190;137.366;;0.429429;500.4143189;0.214117
0.307214;-0.0891765;4.176;-0.0138497;490.199;0.0841378;-0.020891;105.77;57.6931;;0.2180375;494.3611503;0.0841378
0.323068;-0.0608127;3.52225;-0.0144289;577.645;0.345589;0.0670764;200;92.9433;;0.2622553;581.1528211;0.345589
0.416905;-0.0909602;3.87198;0.0462568;597.837;0.247001;0.248519;175;92.785;;0.3259448;601.7552368;0.247001
0.671761;-0.167451;2.45694;0.0600465;593.591;0.242923;0.232185;185;106.087;;0.50431;596.1079865;0.242923
0.893659;-0.202398;6.53332;-0.165064;579.528;0.130093;0.378573;206;92.9285;;0.691261;585.896256;0.130093
0.603278;-0.138086;1.29326;-0.0202433;604.979;0.260651;0.108244;189;92.729;;0.465192;606.2520167;0.260651
0.266917;-0.0775535;1.36556;-0.0190786;718.385;0.0174404;0.100253;82.0958;57.4725;;0.1893635;719.7314814;0.0174404
0.100097;-0.0203693;2.8951;-0.0239321;758.129;0.00850467;0.0384396;85.6847;85.6847;;0.0797277;761.0001679;0.00850467
0.180701;-0.041963;4.74525;0.0283222;810.363;0.0246802;0.0625336;84.3389;84.3389;;0.138738;815.1365722;0.0246802
0.431726;-0.106535;6.00496;0.0178446;869.711;0.105886;0.0862982;193;110.467;;0.325191;875.7338046;0.105886
0.349206;-0.0991339;3.75369;-0.0292528;879.101;0.0962959;-0.106579;110.971;63.0661;;0.2500721;882.8254372;0.0962959
0.0366133;0.0144599;1.79508;0.0150304;886.903;0.0229074;0.00132139;0;90.519;;0.0510732;888.7131104;0.0229074
